"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","task","item_name"
"","","","","","image-keyboard-response","155","392143","0.0-19.0-1.4","null","img/jo.png","null","study_pic","JORDAN"
"","","","","","html-button-response","156","393597","0.0-19.0-2.4","1451","<div style=""font-size:72px;"">
        <p>JORDAN</p>
        </div>","0","",""
"","","","","","html-button-response","157","395292","0.0-20.0","1694","<div style=""font-size:32px;"">
    <p>You can take a short break now.</p>
    <p>Please tap CONTINUE button when you are ready.</p>
    </div>","0","",""
"","","","","","html-keyboard-response","158","395805","0.0-21.0-0.0","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
"","","","","","image-keyboard-response","159","397060","0.0-21.0-1.0","null","img/cz.png","null","study_pic","CZECHIA"
"","","","","","html-button-response","160","398372","0.0-21.0-2.0","1311","<div style=""font-size:72px;"">
        <p>CZECHIA</p>
        </div>","0","",""
"","","","","","html-keyboard-response","161","398882","0.0-21.0-0.1","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
"","","","","","image-keyboard-response","162","400135","0.0-21.0-1.1","null","img/in.png","null","study_pic","INDIA"
"","","","","","html-button-response","163","401037","0.0-21.0-2.1","901","<div style=""font-size:72px;"">
        <p>INDIA</p>
        </div>","0","",""
"","","","","","html-keyboard-response","164","401550","0.0-21.0-0.2","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
"","","","","","image-keyboard-response","165","402811","0.0-21.0-1.2","null","img/ad.png","null","study_pic","ANDORRA"
"","","","","","html-button-response","166","403710","0.0-21.0-2.2","897","<div style=""font-size:72px;"">
        <p>ANDORRA</p>
        </div>","0","",""
"","","","","","html-keyboard-response","167","404226","0.0-21.0-0.3","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
"","","","","","image-keyboard-response","168","405482","0.0-21.0-1.3","null","img/bb.png","null","study_pic","BARBADOS"
"","","","","","html-button-response","169","406285","0.0-21.0-2.3","802","<div style=""font-size:72px;"">
        <p>BARBADOS</p>
        </div>","0","",""
"","","","","","html-keyboard-response","170","406793","0.0-21.0-0.4","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
"","","","","","image-keyboard-response","171","408050","0.0-21.0-1.4","null","img/ge.png","null","study_pic","GEORGIA"
"","","","","","html-button-response","172","408933","0.0-21.0-2.4","882","<div style=""font-size:72px;"">
        <p>GEORGIA</p>
        </div>","0","",""
"","","","","","html-button-response","173","409968","0.0-22.0","1031","<div style=""font-size:32px;"">
    <p>You can take a short break now.</p>
    <p>Please tap CONTINUE button when you are ready.</p>
    </div>","0","",""
"","","","","","html-button-response","174","412510","0.0-23.0","2538","
    <div style=""font-size:24px;"">
    <div style='float: center;'><img src='img/un.png' width=""320"" height=""240""></img> 
    <p>Now you will be asked if you remember the right name of the country associated to its flag.</p>
    <p>Each flag will be shown once and you will click YES if you remember the right name of the country or NO if you do not.</p>
    <p>If you answer YES, you will be asked if you are confident on the name of the country. Please click ""Completely"" if you are absolutely sure 
    you can remember, or ""Just Guessing if you are not sure your answer is right"".</p>    <p>Tap ""START"" to begin.</p>
    </div>
    ","0","",""
"","","","","","html-keyboard-response","175","414015","0.0-24.0-0.0","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
"","","","","","image-button-response","176","419805","0.0-24.0-1.0","5786","img/sk.png","0","test_pic","SLOVAKIA"
"","","","","","image-button-response","177","421934","0.0-24.0-2.0-0.0","2122","img/sk.png","0","confidence_pic",""
"","","","","","image-keyboard-response","178","423937","0.0-24.0-3.0","null","img/sk.png","null","feedback_pic","SLOVAKIA"
"","","","","","image-button-response","179","429253","0.0-24.0-4.0-0.0","5312","img/sk.png","0","",""
"","","","","","html-keyboard-response","180","429755","0.0-24.0-0.1","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
"","","","","","image-button-response","181","431446","0.0-24.0-1.1","1689","img/bz.png","0","test_pic","BELIZE"
"","","","","","image-button-response","182","433221","0.0-24.0-2.1-0.1","1772","img/bz.png","0","confidence_pic",""
"","","","","","image-keyboard-response","183","435231","0.0-24.0-3.1","null","img/bz.png","null","feedback_pic","BELIZE"
"","","","","","image-button-response","184","443206","0.0-24.0-4.1-0.1","7971","img/bz.png","0","",""
"","","","","","html-keyboard-response","185","443714","0.0-24.0-0.2","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
"","","","","","image-button-response","186","444949","0.0-24.0-1.2","1233","img/cf.png","0","test_pic","CENTRAL AFRICAN REPUBLIC"
"","","","","","image-button-response","187","456518","0.0-24.0-2.2-0.2","11564","img/cf.png","0","confidence_pic",""
"","","","","","image-keyboard-response","188","458521","0.0-24.0-3.2","null","img/cf.png","null","feedback_pic","CENTRAL AFRICAN REPUBLIC"
"","","","","","image-button-response","189","459142","0.0-24.0-4.2-0.2","617","img/cf.png","0","",""
"","","","","","html-keyboard-response","190","459644","0.0-24.0-0.3","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
"","","","","","image-button-response","191","468934","0.0-24.0-1.3","9287","img/ad.png","0","test_pic","ANDORRA"
"","","","","","image-button-response","192","470869","0.0-24.0-2.3-0.3","1933","img/ad.png","0","confidence_pic",""
"","","","","","image-keyboard-response","193","472884","0.0-24.0-3.3","null","img/ad.png","null","feedback_pic","ANDORRA"
"","","","","","image-button-response","194","476925","0.0-24.0-4.3-0.3","4039","img/ad.png","0","",""
"","","","","","html-keyboard-response","195","477439","0.0-24.0-0.4","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
"","","","","","image-button-response","196","487510","0.0-24.0-1.4","10067","img/la.png","0","test_pic","LAOS"
"","","","","","image-button-response","197","488117","0.0-24.0-2.4-0.4","604","img/la.png","0","confidence_pic",""
"","","","","","image-keyboard-response","198","490120","0.0-24.0-3.4","null","img/la.png","null","feedback_pic","LAOS"
"","","","","","image-button-response","199","491429","0.0-24.0-4.4-0.4","1306","img/la.png","0","",""
"","","","","","html-keyboard-response","200","491944","0.0-24.0-0.5","null","<div style=""font-size:120px;"">+</div>
              ","null","fixation",""
